,genes,importance
1774,TDRD15,0.00022836512103752247
572,FUCA2,0.00022799903594130337
1874,TXLNB,0.00022793929168819904
223,CARM1,0.00022793422480886077
1145,PNMA3,0.00022593905195433057
116,AQP9,0.00022442478892974166
1510,RP3.522J7.7,0.00022404654094263733
624,GRAMD4,0.0002232347434392564
1592,SCCPDH,0.00022210246747123325
1490,RP11.876N24.2,0.00022080016787421987
826,LIG4,0.00022077295161657495
978,MTX1,0.00022040327542884337
859,LINC02059,0.00021949572638960442
1999,ZNF839,0.00021871422292347214
1413,RP11.480C16.1,0.00021797054075246814
1202,PTPRG,0.00021668141109032287
425,DCLK2,0.00021660892572317736
1415,RP11.493L12.4,0.00021638837029057625
150,AURKAP1,0.0002158564347379832
25,AC017104.6,0.00021524324014915525
1982,ZNF646,0.0002150553635097204
709,IGHV3.7,0.0002148584740503404
1707,SPIN3,0.00021412143852494184
828,LILRA5,0.00021353660778598778
689,HYLS1,0.00021353091478670805
165,BCAT1,0.00021335752983874757
1688,SNTB1,0.0002122675841245327
814,LAMP5,0.0002121381369133122
1941,ZC4H2,0.00021141778505359124
511,ESR2,0.00021105263102053803
613,GPR15,0.00021084547363145004
1407,RP11.465L10.14,0.00021083234611617458
1058,ODAD3,0.00021066529672035718
1101,PDZD11,0.00021060986677967652
1988,ZNF677,0.00021020395434820951
866,LINC02453,0.00020974077137920862
912,MANEA.DT,0.00020960657865085492
746,IRAK2,0.00020935937225190622
1730,STK39,0.00020895279568206132
1785,TFPT,0.00020757214005009625
1654,SLC35D2,0.00020742481034472258
1171,PPRC1,0.00020741591744519018
316,CLIP4,0.0002071570870193427
1384,RP11.378A13.1,0.00020686647857775983
169,BEST4,0.00020599314076784225
1595,SCN3A,0.00020578994607180396
1970,ZNF512B,0.00020507373496650124
779,KCNK7,0.00020504029389517925
529,FAM72A,0.00020424086724683986
1834,TNRC18P1,0.00020406542255431992
1196,PTCH1,0.00020393498392578264
974,MTHFD2,0.00020352549258297007
1224,RASSF1.AS1,0.0002032132909516665
2410,MAP1A,0.00020298588208126817
1313,RP11.142C4.4,0.0002028273362119232
